bbl,address,ownername,property_manager,yearalter,numfloors,unitstotal,total_gross_floor_area,office_sqft,% Leased,LL33 grade,Latest_ENERGY_STAR_Score,Latest_Target_ENERGY_STAR_Score,Estimated_Target_ENERGY_STAR_Score,Class,LandlordContact,PropertyManagerContact,2024 Building OpEx/SF,Typical Floor Sq Ft,Number Of Elevators,GreenRating,neighborhood,latitude,longitude
1008190010,"47 W 17th St, New York, NY 10011",Argo Real Estate,Okada & Company,2017,12.0,42,204970,152308.1,73.9,A,91,,87.0,B,Christopher Okada (212) 244-4240 (p),Hedda Lennon (212) 896-8600 (p),$9.93 ,7250.0,4.0,,Midtown South-Flatiron-Union Square,40.7389555,-73.9944542
1008190037,"118 5 Ave, New York, NY 10011",Century Link,Newmark,1987,11.0,7,70800,60257.0,82.1,B,72,,89.0,B,Robert Silver (212) 372-2005 (p),Denis Muzio (212) 616-8900 (p),$17.42 ,49971.0,2.0,,Midtown South-Flatiron-Union Square,40.738182,-73.992456
1008190039,"122 5Th Ave, New York, NY 10011",Bromley Companies,Newmark,2022,11.0,4,244069,150954.0,90.5,A,94,,84.0,A,David Falk (212) 372-2271 (p),(212) 807-7744 (p),$25.37 ,16938.0,5.0,,Midtown South-Flatiron-Union Square,40.7384047,-73.9928051
1008190056,"18 W 18th St, New York, NY 10011",C.A. White,CBRE,2018,11.0,37,180000,157500.0,65.9,A,99,,98.0,B,Paul Amrich (212) 984-8122 (p),(212) 841-7500 (p),$9.15 ,13800.0,6.0,,Midtown South-Flatiron-Union Square,40.7420653,-74.0002263
1008200026,"23 W 18th St, New York, NY 10011",Kaufman Organization,Alfa Development Management,2018,11.0,20,191400,165500.0,100.0,A,98,,98.0,B,Matthew Namer (212) 206-7820 (p),Michael Namer (212) 206-7820 (p),$6.85 ,5227.0,2.0,,Midtown South-Flatiron-Union Square,40.7391791,-73.9930336
1008200038,"130 5 Ave, New York, NY 10011",Hampton Management Co,Newmark,1983,11.0,11,120000,104140.0,100.0,B,84,,79.0,A,Eric Cagner (212) 372-2279 (p),Seth Schochet (212) 835-2400 (p),$14.94 ,13300.0,4.0,,Bryant Park,40.7388197,-73.9920445
1008210014,"39 W 19th St, New York, NY 10011",Abner Properties,Koeppel Rosen,2019,12.0,15,107152,99614.0,76.1,N (exempt),32,,64.0,C,,,$8.47 ,8883.0,1.0,,Chelsea,40.7400126,-73.9933209
1008210032,"11 W 19th St, New York, NY 10011",Block Buildings,Savitt Partners,1987,11.0,19,284180,207320.0,100.0,A,86,70.0,,B,Robert Savitt (212) 452-6040 (p),Robert Savitt (212) 944-8006 (p),$17.73 ,20393.0,12.0,,Midtown South-Flatiron-Union Square,40.7391118,-73.9915769
1008210041,"148 5 Ave, New York, NY 10011",Sovereign Partners,Newmark,2019,11.0,25,187536,168259.0,97.7,A,87,,84.0,A,Gary Alterman (212) 916-3367 (p),Grant Greenspan (212) 471-4300 (p),$2.06 ,12084.0,7.0,,Bryant Park,40.7395637,-73.9915243
1008210055,"18 W 20th St, New York, NY 10011",Dezer Properties,Dezer Properties,1997,11.0,56,93722,86622.0,92.4,A,94,,100.0,C,Richard Angel (212) 929-1285 (p),Richard Angel (212) 929-1285 (p),$10.82 ,8602.0,1.0,,Chelsea,40.7399378,-73.9925388
1008220015,"27 W 20th St, New York, NY 10011",Dezer Properties,Dezer Properties,2016,12.0,62,100800,92400.0,86.0,A,96,,98.0,B,Richard Angel (212) 929-1285 (p),Richard Angel (212) 929-1285 (p),$10.19 ,8400.0,1.0,,Chelsea,40.7406158,-73.9927218
1008220031,"154 5 Ave, New York, NY 10118",Hines,Hines,1979,13.5,52,159009,159009.0,100.0,B,76,85.0,,B,(212) 602-0867 (p),(212) 230-2300 (p),$12.36 ,12540.0,8.0,,Midtown South-Flatiron-Union Square,40.7399202,-73.9912954
1008220049,"12 W 21st St, New York, NY 10010",Himmel + Meringoff,Himmel + Meringoff,2012,12.0,12,58900,50000.0,100.0,C,87,,85.0,B,Adam Weissleder (212) 337-7763 (p),Maxwell Lemos (212) 645-7575 (p),$8.17 ,5300.0,3.0,,Chelsea,40.7404649,-73.9916803
1008220052,"18 W 21st St, New York, NY 10010",Kaufman Organization,Rice,1993,11.0,12,45873,45873.0,90.6,B,74,,87.0,C,Douglas Rice (212) 253-8703 (p),(212) 691-6464 (p),$8.70 ,4650.0,3.0,,Midtown South-Flatiron-Union Square,40.7406441,-73.9918797
1008220070,"54 W 21st St, New York, NY 10010",Olmstead Properties,Olmstead Properties,1985,12.0,51,142532,132635.0,88.4,A,92,,86.0,B,Daniel Breiman (212) 564-4115 (p),Noemi Rosario (212) 564-6662 (p),$11.12 ,10000.0,6.0,,Chelsea,40.7411817,-73.9931954
1008230024,"19 W 21st St, New York, NY 10010",Mehra Properties,Okada & Company,2020,12.0,49,118948,103384.0,100.0,A,95,,89.0,B,Avery Reavill (212) 244-4240 (p),(212) 929-5300 (p),$5.82 ,10500.0,6.0,,Midtown South-Flatiron-Union Square,40.7408702,-73.9917246
1008230029,"15 W 21st St, New York, NY 10010",Himmel + Meringoff,JLL,1989,12.0,17,137007,117007.0,86.3,B,93,,94.0,B,Harrison Potter (212) 812-6558 (p),(212) 594-1414 (p),$9.43 ,11326.0,6.0,,Chelsea,40.7408896,-73.9916077
1008240028,"40 W 23rd St, New York, NY 10010",Williams Equities,Colliers,2012,12.0,23,499228,353202.0,100.0,N (exempt),77,,72.0,B,Mac Roos (212) 716-3827 (p),,,,,,Midtown South-Flatiron-Union Square,40.7419657,-73.9913507
1008240032,"3 W 22nd St, New York, NY 10010",Greystone,Current Real Estate Advisors,2013,10.0,18,81527,80999.0,63.2,A,94,,94.0,B,Thomas Mahl (917) 576-9509 (p),(212) 233-3666 (p),$15.28 ,7088.0,2.0,,Midtown South-Flatiron-Union Square,40.7412568,-73.9905526
1008250012,"49 W 23rd St, New York, NY 10010",Jack Resnick & Sons,Adams & Company,2010,12.0,64,337000,289619.0,98.3,A,95,,89.0,B,Alan Bonett (917) 326-5533 (p),(917) 326-5500 (p),$10.38 ,5593.0,4.0,,Chelsea,40.7425959,-73.9913443
1008260026,"19 W 24th St, New York, NY 10010",Kaufman Organization,Kaufman Organization,2016,12.0,13,51659,47659.0,100.0,D,32,,60.0,B,Michael Heaner (212) 471-4310 (p),(212) 471-4300 (p),$18.15 ,5227.0,1.0,,Midtown South-Flatiron-Union Square,40.7430664,-73.9903997
1008260046,"1115 Broadway, New York, NY 10010",Adams & Company,Kew Management,2012,12.0,50,294000,241749.0,96.8,A,95,,91.0,B,Jonathan Cohen (212) 255-3346 (p),Peter Dine (212) 255-3346 (p),$11.28 ,9391.0,5.0,,Midtown South-Flatiron-Union Square,40.7429143,-73.9893287
1008260057,"24 W 25th St, New York, NY 10010",Savanna Real Estate Fund,Cushman & Wakefield,2019,12.0,28,114806,105128.0,87.7,A,93,100.0,,B,Theodora Livadiotis (212) 841-7648 (p),Josiah Brock (212) 541-5500 (p),$20.01 ,11060.0,4.0,,Midtown South-Flatiron-Union Square,40.7433292,-73.9903895
1008260065,"40 W 25th St, New York, NY 10010",Kaufman Organization,Kaufman Organization,2012,12.0,1,128965,124242.0,100.0,A,95,,90.0,B,Michael Kaufman (212) 471-4320 (p),Brad Giambrone (212) 563-6252 (p),$13.39 ,10747.0,4.0,,Midtown South-Flatiron-Union Square,40.7437564,-73.9911487
1008260069,"48 W 25th St, New York, NY 10010",Savanna Real Estate Fund,Cushman & Wakefield,1985,12.0,13,107473,90718.0,92.2,A,94,85.0,,B,Ethan Silverstein (212) 698-2694 (p),Carl Freyer (212) 841-7500 (p),$12.07 ,10260.0,1.0,,Midtown South-Flatiron-Union Square,40.743726,-73.991377
1008280009,"37 W 26th St, New York, NY 10010",Windsor Management,Windsor Management,1986,12.0,25,112259,93418.0,92.1,A,86,,90.0,B,Matthew Kiamie (212) 213-2112 (p),Matthew Kiamie (212) 213-2112 (p),$6.88 ,9355.0,6.0,LEED Gold,Midtown South-Flatiron-Union Square,40.7445519,-73.9904324
1008280033,"1140 Broadway, New York, NY 10001",Williams Equities,Colliers,1989,16.0,63,140906,114730.0,93.1,A,89,,87.0,B,Michael Joseph (212) 716-3593 (p),(212) 716-3500 (p),$20.42 ,8712.0,7.0,,Midtown South-Flatiron-Union Square,40.7439141,-73.9887462
1008290011,"45 W 27th St, New York, NY 10001",Kaufman Organization,Kaufman Organization,2016,12.0,12,54238,50238.0,74.4,D,33,,59.0,B,Michael Heaner (212) 471-4310 (p),(212) 563-6252 (p),$13.31 ,4020.0,1.0,,Midtown South-Flatiron-Union Square,40.7451715,-73.9900275
1008290016,"31 W 27th St, New York, NY 10001",Savanna Real Estate Fund,CBRE,2019,12.0,15,106799,96800.0,79.4,N (exempt),80,85.0,,A,Paul Amrich (212) 984-8122 (p),,$17.04 ,7903.0,2.0,,Midtown South-Flatiron-Union Square,40.7490089,-73.9942925
1008290032,"13 W 27th St, New York, NY 10001",Kaufman Organization,Kaufman Organization,2015,11.0,11,50234,45668.0,91.0,D,43,,66.0,B,Michael Heaner (212) 471-4310 (p),(212) 563-6252 (p),$12.86 ,4286.0,1.0,,Midtown South-Flatiron-Union Square,40.7444381,-73.988327
1008290036,"236 5 Ave, New York, NY 10001",Kaufman Organization,Kaufman Organization,1989,11.0,11,65247,59247.0,83.5,D,19,,67.0,C,,,,,,,Bryant Park,40.7444147,-73.9879195
1008290068,"44 W 28th St, New York, NY 10001",Stellar Management,CBRE,1990,16.0,13,141830,132830.0,93.7,A,89,77.0,,B,Jacob Rosenthal (212) 984-8009 (p),,$11.37 ,11253.0,3.0,,Midtown South-Flatiron-Union Square,40.7456489,-73.9898259
1008300062,"1195 Broadway, New York, NY 10001",Williams Equities,Colliers,2019,10.0,81,110000,85360.0,94.0,A,92,,88.0,B,Michael Joseph (212) 716-3593 (p),(212) 716-3500 (p),$10.50 ,13187.0,6.0,Energy Star,Midtown South-Flatiron-Union Square,40.745941,-73.988971
1008320001,"856 Ave Of The Americas, New York, NY 10001",Durst Organization,Durst Organization,2008,16.0,154,187973,166523.0,100.0,F,96,,91.0,A,Rocco Romeo (212) 257-6630 (p),,$5.10 ,6731.0,1.0,,Bryant Park,40.7472487,-73.9892959
1008320017,"1241 Broadway, New York, NY 10001",Corem Property Group,CBRE,2020,22.0,25,188884,138119.9,68.2,B,83,,80.0,A,Paul Amrich (212) 984-8122 (p),(212) 984-8000 (p),$17.26 ,8360.0,1.0,,Midtown South-Flatiron-Union Square,40.7471799,-73.9885379
1008330006,"1255 Broadway, New York, NY 10001",Olmstead Properties,JLL,1987,11.0,54,120882,109693.0,97.0,B,76,,69.0,A,Paul Glickman (212) 418-2646 (p),,,,,,Midtown South-Flatiron-Union Square,40.7478405,-73.9885862
1008330011,"1240 Broadway, New York, NY 10001",Vornado Realty Trust,Nomad Group,2014,39.0,55,706740,570525.0,82.9,A,94,,83.0,A,Matthew DeRose (646) 771-6926 (p),Eddie Gonzalez (212) 684-7573 (p),$14.36 ,12500.0,7.0,,Midtown South-Flatiron-Union Square,40.7474342,-73.9878535
1008330038,"302 5 Ave, New York, NY 10016",Meadow Partners,CBRE,2023,14.0,18,75700,73912.0,51.1,A,86,,77.0,A,Peter Turchin (212) 984-8364 (p),,,,,,Midtown South-Flatiron-Union Square,40.7468533,-73.9859907
1008340019,"39 W 32nd St, New York, NY 10001",Adams & Company,Adams & Company,2005,17.0,59,61745,58302.0,91.1,A,85,,88.0,C,Brett Maslin (917) 326-5530 (p),(917) 326-5500 (p),$6.25 ,4246.0,4.0,,Midtown South-Flatiron-Union Square,40.7481614,-73.9872958
1008340049,"4 W 33rd St, New York, NY 10001",Adams & Company,Adams & Company,2002,12.0,133,319200,294200.0,97.1,B,72,,83.0,B,David Levy (917) 326-5500 (p),(917) 326-5500 (p),$10.04 ,34346.0,14.0,,Garment District,40.748029,-73.985885
1008360007,"43 W 34th St, New York, NY 10001",GFP Real Estate,Resolution Real Estate,2008,12.0,1,89582,76144.7,100.0,C,58,,71.0,B,Jeffrey Zund (212) 519-2032 (p),(212) 609-8000 (p),$14.97 ,9200.0,3.0,,Midtown South-Flatiron-Union Square,40.7497789,-73.9867593
1008360026,"7 W 34th St, New York, NY 10001",Vornado Realty Trust,Vornado Realty Trust,2017,12.0,81,443631,379621.0,99.6,A,88,,78.0,B,Jared Silverman (212) 894-7458 (p),(212) 894-7000 (p),$18.85 ,31594.0,10.0,,Midtown South-Flatiron-Union Square,40.7490211,-73.9853045
1008360033,"1 W 34th St, New York, NY 10001",BLDG Management Co.,CBRE,1989,12.0,41,62853,50250.0,74.9,B,71,,81.0,B,Paul Walker (212) 984-7117 (p),(212) 557-6700 (p),$24.05 ,5300.0,2.0,,Midtown South-Flatiron-Union Square,40.7481974,-73.9844102
1008360035,"358 5 Ave, New York, NY 10001",Crown Acquisitions,CBRE,1986,13.0,33,148709,115234.5,77.5,B,78,,78.0,B,Paul Walker (212) 984-7117 (p),(212) 557-6700 (p),$21.46 ,6441.0,3.0,,Midtown South-Flatiron-Union Square,40.7487274,-73.9847307
1008360043,"366 5 Ave, New York, NY 10001",Joseph P. Day,Colliers,2016,12.0,73,154340,141478.0,79.2,A,100,,94.0,B,Michael Joseph (212) 716-3593 (p),(212) 889-7460 (p),$11.34 ,11562.0,7.0,,Midtown South-Flatiron-Union Square,40.7491164,-73.9846159
1008370023,"29 W 35th St, New York, NY 10001",LNR Partners,Colliers,2012,12.0,19,71180,60503.0,16.5,B,49,,76.0,B,Kyle Berlinsky (212) 716-3650 (p),Roni Mova (212) 302-0000 (p),$5.71 ,6534.0,4.0,,Midtown-Times Square,40.7499441,-73.9855335
1008370036,"3 W 35th St, New York, NY 10018",R F S C,CBRE,1989,12.0,11,87301,80601.0,90.7,C,66,,79.0,B,Paul Walker (212) 984-7117 (p),Vijay Singal (212) 564-5419 (p),$9.86 ,7275.0,6.0,,Midtown-Times Square,40.7494761,-73.9845852
1008370056,"16 W 36th St, New York, NY 10018",Kiamie Industries,Resolution Real Estate,1985,13.0,12,59367,55367.0,92.0,B,73,,82.0,B,,,,,,,Midtown-Times Square,40.7501154,-73.9847704
1008370058,"20 W 36th St, New York, NY 10018",Rosen Equities,Koeppel Rosen,1986,12.0,18,71534,71534.0,95.9,B,70,,89.0,C,,,$5.56 ,6970.0,1.0,,Midtown-Times Square,40.7500975,-73.9849826
1008380008,"63 W 36th St, New York, NY 10018",Sioni Group,LSL Advisors,2002,12.0,1,58825,45443.55,100.0,B,79,,83.0,B,David Lolai (212) 564-0245 (p),Ray Yadidi (212) 398-4444 (p),$13.21 ,4455.0,4.0,,Midtown-Times Square,40.751035,-73.98614
1008380012,"53 W 36th St, New York, NY 10018",Fatollah Hematian,LSL Advisors,2015,12.0,17,75754,57600.0,85.7,C,66,,84.0,B,Daniel Lolai (212) 278-8071 (p),Richard Molfese (212) 812-5700 (p),$12.41 ,4879.0,1.0,,Midtown-Times Square,40.7508381,-73.9858948
1008380015,"43 W 36th St, New York, NY 10018",Samco Properties,Newmark,2025,12.0,13,108875,99875.0,90.4,A,96,,95.0,B,,,,,,,Midtown-Times Square,40.7506982,-73.9854937
1008380048,"402 5 Ave, New York, NY 10018",NYU,NYU,2015,9.0,12,83288,68278.0,88.3,B,80,,75.0,B,,,,,,,Midtown-Times Square,40.7503718,-73.9836333
1008380062,"20 W 37th St, New York, NY 10018",Northern Estates,Resolution Real Estate,2017,12.0,18,75509,59245.85,79.4,A,93,,89.0,B,,,,,,,Midtown-Times Square,40.7507385,-73.9845187
1008380076,"48 W 37th St, New York, NY 10018",Adams & Company,Adams & Company,2018,18.0,28,130625,122068.0,100.0,N (exempt),78,,81.0,B,,,,,,,Garment District,40.7511438,-73.9855453
1008390009,"49 W 37th St, New York, NY 10018",Samco Properties,Newmark,1982,18.0,19,155943,131898.0,84.4,A,87,,88.0,B,,,,,,,Midtown-Times Square,40.7515629,-73.9855527
1008390019,"35 W 37th St, New York, NY 10018",Abner Properties,ASM Realty Group,1989,12.0,13,57698,47698.0,100.0,A,93,,94.0,B,Alan Mandelbaum (212) 695-4363 (p),(917) 593-0667 (p),$6.58 ,5000.0,3.0,,Garment District,40.7513403,-73.9850062
1008390070,"42 W 38th St, New York, NY 10018",Elo Realty,Okada & Company,1989,12.0,40,66577,61077.0,91.1,A,89,,100.0,B,Ken Lerner (212) 244-4240 (p),Jack Elo (212) 997-5540 (p),$4.77 ,6098.0,4.0,,Garment District,40.7515309,-73.9847935
1008400023,"29 W 38th St, New York, NY 10018",ABS Partners,ABS Partners,2012,17.0,1,109172,88739.0,100.0,A,72,61.0,,B,Ben Waller (212) 400-9515 (p),Charles Conwell (212) 400-6060 (p),$9.28 ,5796.0,3.0,,Garment District,40.751751,-73.984335
1008400028,"21 W 38th St, New York, NY 10018",Brause Realty,Lee & Associates,1979,17.0,19,65240,59899.0,88.4,B,95,,96.0,B,Woody King (212) 776-4352 (p),Roberta Brause (212) 697-5454 (p),$7.31 ,3838.0,5.0,,Garment District,40.7516998,-73.9839442
1008400031,"15 W 38th St, New York, NY 10018",Abner Properties,Okada & Company,2024,12.0,17,60449,60049.0,72.6,N (exempt),41,,66.0,B,Alex Fleischman (212) 244-4240 (p),(212) 716-3500 (p),$5.65 ,7500.0,1.0,LEED Platinum,Midtown-Times Square,40.751606,-73.9836916
1008400058,"16 W 39th St, New York, NY 10018",Behrooz Hedvat,Lee & Associates,2014,12.0,20,51273,36023.0,2.9,A,97,,99.0,B,Catherine O'Toole (212) 961-6252 (p),,$8.97 ,4592.0,4.0,,Midtown-Times Square,40.7518757,-73.9834162
1008400071,"42 W 39th St, New York, NY 10018",Adams & Company,Adams & Company,1979,19.0,30,157748,148918.0,88.9,B,80,,87.0,C,David Levy (917) 326-5500 (p),David Levy (917) 326-5500 (p),$6.13 ,9721.0,7.0,,Garment District,40.7522844,-73.984322
1008410018,"35 W 39th St, New York, NY 10018",Winoker Realty,Resolution Real Estate,1989,12.0,43,51000,46200.0,84.3,B,74,,83.0,B,,,,,,,Garment District,40.7526648,-73.9841332
1008410031,"1 W 39th St, New York, NY 10018",Triangle Assets,Triangle Assets,1982,12.0,1,135332,116534.0,100.0,A,100,,100.0,B,,,,,,,Midtown-Times Square,40.7521512,-73.9831467
1008410049,"452 5 Ave, New York, NY 10018",Property Group Partners,JLL,2013,29.0,17,654013,592252.0,97.9,B,76,,65.0,A,,,,,,,Midtown-Times Square,40.751879,-73.982348
1008410054,"8 W 40th St, New York, NY 10018",Jack Resnick & Sons,Jack Resnick & Sons,2013,23.0,1,121758,110907.0,100.0,B,77,80.0,,B,,,,,,,Midtown-Times Square,40.7522652,-73.9826166
1008420042,"71 5 Ave, New York, NY 10003",Madison International Realty,JLL,2000,11.0,10,138727,122121.0,100.0,B,57,,66.0,B,Benjamin Bass (212) 812-6026 (p),,$13.34 ,15599.0,7.0,,Midtown South-Flatiron-Union Square,40.73636,-73.992837
1008430045,"79 5 Ave, New York, NY 10003",Vornado Realty Trust,Newmark,2016,16.0,18,272680,256266.0,88.4,B,70,,72.0,A,Daniel Levine (212) 372-2319 (p),Roy Kalimian (212) 751-8050 (p),$18.67 ,19208.0,10.0,,Midtown South-Flatiron-Union Square,40.7369235,-73.9926876
1008440001,"85 5 Ave, New York, NY 10003",Winoker Realty,Intrepid Real Estate Group,2010,13.0,13,103022,87408.0,82.9,A,89,,85.0,B,David Menaged (646) 859-3074 (p),(212) 519-2000 (p),$13.50 ,7359.0,6.0,,Bryant Park,40.7374341,-73.9923261
1008440003,"87 5 Ave, New York, NY 10003",Dezer Properties,Kaufman Organization,2015,11.0,55,57820,52300.0,100.0,A,94,,100.0,B,Jared Sternberg (212) 471-4352 (p),Richard Angel (212) 929-1285 (p),$45.86 ,5256.0,1.0,,Bryant Park,40.7374758,-73.9923359
1008440042,"91 5 Ave, New York, NY 10003",HRC,Newmark,2012,8.0,10,51838,32338.0,100.0,D,44,85.0,,B,Eric Cagner (212) 372-2279 (p),(212) 807-7664 (p),$16.30 ,8000.0,3.0,,Bryant Park,40.7375772,-73.9919627
1008460026,"860 Broadway, New York, NY 10003",Vornado Realty Trust,JLL,1979,6.0,6,75799,56761.0,100.0,B,76,,73.0,B,Seth Hecht (212) 812-6548 (p),,$21.92 ,13815.0,4.0,,Financial District,40.7371223,-73.9898489
1008470040,"230 Park Ave South, New York, NY 10003",TF Cornerstone,TF Cornerstone,2020,13.0,20,350000,340127.0,100.0,B,75,75.0,,A,,,,,,,Midtown South-Flatiron-Union Square,40.7377012,-73.9883851
1008490016,"902 Broadway, New York, NY 10010",Rosen Equities,Koeppel Rosen,1985,20.0,31,342429,309550.0,76.6,B,75,,71.0,B,,(212) 243-9090 (p),$9.23 ,18200.0,10.0,,Midtown South-Flatiron-Union Square,40.7393324,-73.98936
1008490031,"45 E 20th St, New York, NY 10003",Abner Properties,Koeppel Rosen,1984,12.0,16,65600,59694.0,92.4,A,93,,93.0,C,,,$11.70 ,4792.0,1.0,,Flatiron,40.7387844,-73.9883559
1008490063,"912 Broadway, New York, NY 10010",ABS Partners,ABS Partners,1982,17.0,39,98394,86000.0,100.0,A,86,,89.0,B,James Caseley (212) 400-6075 (p),James Caseley (212) 400-6060 (p),$13.44 ,12500.0,5.0,,Midtown South-Flatiron-Union Square,40.7394707,-73.9894365
1008500001,"149 5 Ave, New York, NY 10010",Brookfield,Newmark,2013,16.0,26,173159,173159.0,100.0,B,82,,78.0,A,,,,,,,Bryant Park,40.7403248,-73.9902041
1008500025,"33 E 21st St, New York, NY 10010",Centaur Properties,Newmark,2012,10.0,1,100000,85000.0,100.0,A,91,,87.0,B,Brett Harvey (212) 372-2099 (p),David Blatt (212) 308-4443 (p),$15.91 ,10864.0,6.0,,Midtown South-Flatiron-Union Square,40.73951,-73.988473
1008510041,"304 Park Ave South, New York, NY 10010",SL Green Realty,SL Green Realty,2019,12.0,52,211732,158815.0,90.7,B,77,85.0,,A,,,,,,,Midtown South-Flatiron-Union Square,40.7400015,-73.9872778
1008550037,"35 Madison Ave, New York, NY 10010",Rudin,Rudin,2018,43.0,159,562152,518623.0,92.1,D,39,,52.0,A,Robert Steinman (212) 407-2490 (p),,,,,,Midtown South-Flatiron-Union Square,40.7427476,-73.986025
1008560009,"11 E 26th St, New York, NY 10010",Adams & Company,Newmark,1979,21.0,35,217991,206991.0,50.3,B,72,,79.0,B,William Cohen (212) 372-2233 (p),Kenneth Walsh (917) 326-5500 (p),$12.30 ,14286.0,12.0,,Midtown South-Flatiron-Union Square,40.7434128,-73.9872529
1008560058,"60 Madison Ave, New York, NY 10010",Moinian Group,CBRE,2017,12.5,60,175428,156333.0,69.4,B,77,88.0,,B,Gregg Rothkin (212) 984-8192 (p),(212) 808-4000 (p),$14.46 ,16484.0,8.0,,Midtown South-Flatiron-Union Square,40.7432446,-73.9865151
1008570024,"63 Madison Ave, New York, NY 10016",George Comfort & Sons,George Comfort & Sons,2020,15.0,2,786069,600580.0,77.7,C,64,75.0,,A,Alexander Bermingham (212) 542-2189 (p),,,,,,Midtown South-Flatiron-Union Square,40.7434963,-73.9855379
1008570062,"72 Madison Ave, New York, NY 10016",Moinian Group,Newmark,2014,12.0,1,58500,49725.0,100.0,C,64,76.0,,B,Erik Harris (212) 372-2105 (p),(212) 808-4000 (p),$9.33 ,5350.0,4.0,,Midtown South-Flatiron-Union Square,40.7438392,-73.9860791
1008580006,"3 E 28th St, New York, NY 10016",Winter Organization,Newmark,2016,12.0,13,58952,52767.0,100.0,B,81,,82.0,B,Kevin Sullivan (212) 850-5462 (p),Doug Layton (212) 616-8900 (p),$10.59 ,5575.0,4.0,,Midtown South-Flatiron-Union Square,40.7445152,-73.9866104
1008580022,"79 Madison Ave, New York, NY 10016",Williams Equities,Colliers,2016,16.0,24,257637,205239.0,54.7,A,95,,84.0,B,Michael Berger (212) 716-3643 (p),(212) 716-3500 (p),$11.96 ,18500.0,10.0,,Midtown South-Flatiron-Union Square,40.7441779,-73.9854181
1008580049,"38 E 29th St, New York, NY 10016",East 29 Associates,Newmark,1986,10.0,15,60000,52785.0,44.4,A,85,93.0,,B,Jared Horowitz (212) 372-2022 (p),(212) 695-9500 (p),$13.08 ,6000.0,2.0,,Midtown South-Flatiron-Union Square,40.7442719,-73.9844335
1008590015,"102 Madison Ave, New York, NY 10016",A. Ruth,Adams & Company,2015,12.0,13,108290,100677.0,89.8,A,91,,88.0,B,Brad Cohn (917) 326-5537 (p),Philip Ruth (914) 777-3800 (p),$13.10 ,9024.0,6.0,,Midtown South-Flatiron-Union Square,40.7449175,-73.9852973
1008590024,"99 Madison Ave, New York, NY 10016",Windsor Management,Savitt Partners,1986,17.0,19,120000,112500.0,100.0,A,90,,86.0,B,Elliot Zelinger (212) 452-6078 (p),Matthew Kiamie (212) 213-2112 (p),$10.32 ,7841.0,6.0,,Midtown South-Flatiron-Union Square,40.744701,-73.9849135
1008590048,"434 Park Ave South, New York, NY 10016",Samco Properties,Newmark,2016,16.0,16,160709,136437.0,83.5,B,82,,79.0,B,Brett Harvey (212) 372-2099 (p),,$12.07 ,7924.0,9.0,,Midtown South-Flatiron-Union Square,40.744426,-73.9834956
1008590052,"44 E 30th St, New York, NY 10016",Brookfield,Newmark,2005,13.0,6,75655,49000.0,100.0,C,68,,91.0,B,Zach Weil (646) 441-3744 (p),(212) 660-7800 (p),$21.81 ,6304.0,9.0,,Midtown East,40.7445914,-73.9839066
1008590064,"105 Madison Ave, New York, NY 10016",Vornado Realty Trust,Ashtin Group,2005,20.5,23,234970,222970.0,81.5,A,91,,89.0,B,Brett Rovner (212) 271-0278 (p),(212) 986-0001 (p),$12.94 ,13350.0,10.0,,Midtown South-Flatiron-Union Square,40.7450384,-73.9847069
1008590072,"112 Madison Ave, New York, NY 10016",Samco Properties,Newmark,2018,12.0,11,88560,82060.0,91.9,B,82,,78.0,B,Brett Harvey (212) 372-2099 (p),,$11.12 ,7380.0,4.0,,Midtown South-Flatiron-Union Square,40.7452114,-73.9851034
1008600001,"285 5 Ave, New York, NY 10118",Brause Realty,Resolution Real Estate,2019,16.0,116,614040,533324.0,100.0,A,100,,91.0,B,Jonata Dayan (212) 519-2009 (p),Melissa Brause Rackoff (212) 697-5454 (p),$12.57 ,10000.0,5.0,LEED Gold,Midtown South-Flatiron-Union Square,40.746093,-73.986059
1008600045,"450 Park Ave South, New York, NY 10016",Moinian Group,CBRE,2010,12.0,41,172831,156338.0,76.2,A,85,89.0,,B,Jared London (212) 984-6608 (p),(212) 808-4000 (p),$12.00 ,13626.0,9.0,,Midtown South-Flatiron-Union Square,40.7449847,-73.983182
1008610001,"303 5 Ave, New York, NY 10016",Regency Property,Okada & Company,2009,20.0,171,160454,148454.0,95.4,B,79,,78.0,B,Hiro Iwata (212) 244-4240 (p),(212) 686-5252 (p),$11.99 ,6000.0,3.0,,Midtown South-Flatiron-Union Square,40.7465944,-73.9856554
1008610015,"134 Madison Ave, New York, NY 10016",Williams Equities,Colliers,2012,16.0,1,272000,229902.0,100.0,B,77,,74.0,B,Mac Roos (212) 716-3827 (p),(212) 716-3500 (p),$10.17 ,18106.0,11.0,,Flatiron,40.7461349,-73.984431
1008610022,"135 Madison Ave, New York, NY 10016",Rosen Equities,Koeppel Rosen,2016,12.0,24,180019,172236.0,75.8,B,77,,74.0,B,,(212) 249-1550 (p),$12.13 ,11317.0,6.0,,Midtown South-Flatiron-Union Square,40.7458779,-73.9840343
1008610047,"44 E 32nd St, New York, NY 10016",Windsor Management,GFP Real Estate,2013,12.0,13,83623,73623.0,92.1,A,86,85.0,,C,Roy Lapidus (212) 372-2170 (p),Matthew Kiamie (212) 213-2112 (p),$7.16 ,7229.0,2.0,,Midtown South-Flatiron-Union Square,40.7458692,-73.9829669
